#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Listeria monocytogenes	FDA645317-83		PDT000671111.1	2020-01-27T16:12:04Z	USA: NY	environmental swab	environmental/other		PDS000024651.10	4		fosX=COMPLETE,lin=COMPLETE	SAMN02922694	PDG000000001.2010	Listeria monocytogenes	GCA_010069385.1				2011-03-29		FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		50409	162	3098960	PAIRED	ILLUMINA	SRR10969697	CFSAN	2020-01-27T15:31:12Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0061	GX6A12.0941	1639	AANDMX	AANDMX000000000.1
Listeria monocytogenes	06B04051D-6		PDT000431656.2	2019-01-29T18:01:51Z	USA:NY	drain raw meat	environmental/other		PDS000024724.7	29		fosX=COMPLETE,lin=COMPLETE	SAMN10686060	PDG000000001.2010	Listeria monocytogenes	GCA_004473085.1				2006-05-09	bcrB=COMPLETE,bcrC=COMPLETE	NYAG	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		91170	117	3153150	PAIRED	ILLUMINA	SRR8501658	CFSAN	2019-01-29T15:58:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANTP	AAANTP000000000.1
Listeria monocytogenes	20B07546-4		PDT000814776.1	2020-08-18T19:15:54Z	USA:New York	Potato Salad	environmental/other		PDS000024724.7	1		fosX=COMPLETE,lin=COMPLETE	SAMN15849651	PDG000000001.2010	Listeria monocytogenes	GCA_014248795.1				2020-07-27	bcrB=COMPLETE,bcrC=COMPLETE	NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		503938	31	3208351	PAIRED	ILLUMINA	SRR12469215	PULSENET	2020-08-18T18:22:36Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAVMBH	AAVMBH000000000.1
Listeria monocytogenes	20B07546-6		PDT000814777.1	2020-08-18T19:15:54Z	USA:New York	Potato Salad	environmental/other		PDS000024724.7	1		fosX=COMPLETE,lin=COMPLETE	SAMN15849772	PDG000000001.2010	Listeria monocytogenes	GCA_014248775.1				2020-07-27	bcrB=COMPLETE,bcrC=COMPLETE	NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		503938	31	3249444	PAIRED	ILLUMINA	SRR12469217	PULSENET	2020-08-18T18:28:39Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAVMBG	AAVMBG000000000.1
Listeria monocytogenes	07B10724E-6		PDT000832856.1	2020-09-09T12:25:19Z	USA:New York	sponge	environmental/other		PDS000024724.7	7		fosX=COMPLETE,lin=COMPLETE	SAMN16086326	PDG000000001.2010	Listeria monocytogenes	GCA_014502735.1				2007-11-27	bcrB=COMPLETE,bcrC=COMPLETE	NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		503938	34	3259279	PAIRED	ILLUMINA	SRR12615156	PULSENET	2020-09-09T11:50:35Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAVXSJ	AAVXSJ000000000.1
Listeria monocytogenes	07B10724F-1		PDT000832860.1	2020-09-09T12:25:20Z	USA:New York	sponge	environmental/other		PDS000024724.7	7		fosX=COMPLETE,lin=COMPLETE	SAMN16086320	PDG000000001.2010	Listeria monocytogenes	GCA_014502615.1				2007-11-27		NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		511610	28	3086377	PAIRED	ILLUMINA	SRR12615160	PULSENET	2020-09-09T11:50:35Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAVXSF	AAVXSF000000000.1
Listeria monocytogenes	AHDCLM10		PDT000476653.1	2019-03-11T22:53:03Z	USA:NY	Brain stem (Capra aegagrus hircus)	environmental/other		PDS000025124.8	4	19	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN11102758	PDG000000001.2010	Listeria monocytogenes	GCA_004548665.1				2016-02		NY-Vet-LIRN	3.6.7	2020-01-06.1	COMBINED	PRJNA514286		33599	207	2955120	PAIRED	ILLUMINA	SRR8708495	CFSAN	2019-03-11T21:59:32Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAASTY	AAASTY000000000.1
Listeria monocytogenes	AHDCLM11		PDT000476676.1	2019-03-11T22:53:06Z	USA:NY	Brain stem (Capra aegagrus hircus)	environmental/other		PDS000025124.8	4	19	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN11102875	PDG000000001.2010	Listeria monocytogenes	GCA_004532905.1				2016-02		NY-Vet-LIRN	3.6.7	2020-01-06.1	COMBINED	PRJNA514286		64614	111	2975890	PAIRED	ILLUMINA	SRR8708518	CFSAN	2019-03-11T22:07:38Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAARST	AAARST000000000.1
Listeria monocytogenes	20B05820B-14		PDT000774647.1	2020-07-01T18:16:29Z	USA:New York	Raw Milk Cheese	environmental/other		PDS000025124.8	28	25	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN15415069	PDG000000001.2010	Listeria monocytogenes	GCA_013610055.1				2020-06-15		NYS Department of Agriculture and Markets	3.8.4	2020-07-16.2	COMBINED	PRJNA514285		543413	20	3063859	PAIRED	ILLUMINA	SRR12125095	PULSENET	2020-07-01T17:10:54Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAUDXC	AAUDXC000000000.1
Listeria monocytogenes	FSL E1-0144		PDT000784025.1	2020-07-07T17:16:49Z	USA: NY	soil	environmental/other		PDS000025124.8	3	26	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN15463219	PDG000000001.2010	Listeria monocytogenes	GCA_013512575.1				2001-07		Food Safety Lab - Cornell University	3.8.4	2020-07-16.2	COMBINED	PRJNA514286		525921	17	3050835	PAIRED	ILLUMINA	SRR12164819	BACT NGS	2020-07-07T16:48:34Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAUCHM	AAUCHM000000000.1
Listeria monocytogenes	FSL E1-0133		PDT000784030.1	2020-07-07T17:16:50Z	USA: NY	bovine feces	environmental/other		PDS000025124.8	3	25	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN15463214	PDG000000001.2010	Listeria monocytogenes	GCA_013512495.1				2001-07		Food Safety Lab - Cornell University	3.8.4	2020-07-16.2	COMBINED	PRJNA514286		526202	19	2986180	PAIRED	ILLUMINA	SRR12164824	BACT NGS	2020-07-07T16:50:34Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAUCHF	AAUCHF000000000.1
Listeria monocytogenes	FSL H4-0290		PDT000842983.1	2020-09-23T14:21:48Z	USA:NY	soil	environmental/other		PDS000025124.8	23	29	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16243364	PDG000000001.2010	Listeria monocytogenes	GCA_014708555.1				2003-05		Food Safety Lab - Cornell University	3.8.4	2020-09-22.2	COMBINED	PRJNA514286		566085	16	2989757	PAIRED	ILLUMINA	SRR12696470	NYS_GT	2020-09-23T12:59:14Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAWGSE	AAWGSE000000000.1
Listeria monocytogenes	FSL N3-0094		PDT000856055.1	2020-10-06T17:26:05Z	USA:NY	non-potable water	environmental/other		PDS000025124.8	1	29	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16380284	PDG000000001.2010	Listeria monocytogenes	GCA_015092915.1				2001-01		Food Safety Lab - Cornell University	3.8.28	2020-09-30.1	COMBINED	PRJNA514286		525808	21	3021596	PAIRED	ILLUMINA	SRR12781134	NYS_GT	2020-10-06T16:47:13Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAWUPH	AAWUPH000000000.1
Listeria monocytogenes	FSL N3-0267		PDT000861960.1	2020-10-19T17:21:28Z	USA:NY	soil	environmental/other		PDS000025124.8	22	19	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16454523	PDG000000001.2010	Listeria monocytogenes	GCA_014935175.1				2002-03		Food Safety Lab - Cornell University	3.8.28	2020-09-30.1	COMBINED	PRJNA514286		526032	22	2964513	PAIRED	ILLUMINA	SRR12831819	NYS_GT	2020-10-19T16:57:17Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAWQKR	AAWQKR000000000.1
Listeria monocytogenes	FSL N3-0175		PDT000861966.1	2020-10-19T17:21:30Z	USA:NY	soil	environmental/other		PDS000025124.8	1	28	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16454517	PDG000000001.2010	Listeria monocytogenes	GCA_014934605.1				2002-01		Food Safety Lab - Cornell University	3.8.28	2020-09-30.1	COMBINED	PRJNA514286		526045	20	3072985	PAIRED	ILLUMINA	SRR12831825	NYS_GT	2020-10-19T16:57:17Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAWQKL	AAWQKL000000000.1
Listeria monocytogenes	FSL N3-0339		PDT000889121.1	2020-11-13T17:20:42Z	USA:NY	water	environmental/other		PDS000025124.8	0	17	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16792317	PDG000000001.2010	Listeria monocytogenes	GCA_015474965.1				2002-04		Food Safety Lab - Cornell University	3.8.28	2020-09-30.1	COMBINED	PRJNA514286		526002	20	2940873	PAIRED	ILLUMINA	SRR13054225	NYS_GT	2020-11-13T16:25:23Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAXGFD	AAXGFD000000000.1
Listeria monocytogenes	FSL N4-0034		PDT000889123.1	2020-11-13T17:20:42Z	USA:NY	water	environmental/other		PDS000025124.8	16	18	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16792329	PDG000000001.2010	Listeria monocytogenes	GCA_015484425.1				2002-05		Food Safety Lab - Cornell University	3.9.3	2020-11-09.1	COMBINED	PRJNA514286		525987	21	2946569	PAIRED	ILLUMINA	SRR13054228	NYS_GT	2020-11-13T16:25:23Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAXGPP	AAXGPP000000000.1
Listeria monocytogenes	FSL N3-0806		PDT000889124.1	2020-11-13T17:20:43Z	USA:NY	soil	environmental/other		PDS000025124.8	16	18	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16792328	PDG000000001.2010	Listeria monocytogenes	GCA_015479065.1				2002-05		Food Safety Lab - Cornell University	3.9.3	2020-11-09.1	COMBINED	PRJNA514286		526156	20	3062381	PAIRED	ILLUMINA	SRR13054229	NYS_GT	2020-11-13T16:25:23Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAXGGA	AAXGGA000000000.1
Listeria monocytogenes	FSL N3-0329		PDT000889129.1	2020-11-13T17:20:44Z	USA:NY	bovine	environmental/other		PDS000025124.8	0	17	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN16792315	PDG000000001.2010	Listeria monocytogenes	GCA_015483405.1				2002-04		Food Safety Lab - Cornell University	3.9.3	2020-11-09.1	COMBINED	PRJNA514286		526100	22	2963559	PAIRED	ILLUMINA	SRR13054234	NYS_GT	2020-11-13T16:25:23Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAXGPN	AAXGPN000000000.1
Listeria monocytogenes	08B05102A-1		PDT000267275.2	2017-11-27T21:42:20Z	USA:NY	deli turkey meat-honey glazed	environmental/other		PDS000025078.5	3	3	fosX=COMPLETE,fosX=PARTIAL,lin=COMPLETE	SAMN08097612	PDG000000001.2010	Listeria monocytogenes	GCA_004625195.1				2008-06-04		NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		282966	41	2981297	PAIRED	ILLUMINA	SRR6325194	CFSAN	2017-11-27T21:11:11Z	1639		Contig	fosX=COMPLETE,fosX=PARTIAL,lin=COMPLETE	SKESA v. 2.2	GX6A16.0235	GX6A12.1533	1639	AAAWVY	AAAWVY000000000.1
Listeria monocytogenes	NYAG13B11436-4		PDT000003621.3	2014-02-26T22:03:16Z	USA:NY	Herring filet in oil	environmental/other		PDS000004809.20	0	23	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN02642571	PDG000000001.2010	Listeria monocytogenes	GCA_004490935.1				2013-11-13		NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		260410	34	3001263	PAIRED	ILLUMINA	SRR1177212	CFSAN	2014-02-26T22:00:51Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAPCW	AAAPCW000000000.1
Listeria monocytogenes	13B11436-4		PDT000158268.2	2016-11-10T16:21:33Z	USA:NY	Herring in Oil	environmental/other		PDS000004809.20	0	23	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN06005710	PDG000000001.2010	Listeria monocytogenes	GCA_004583745.1				2013-11-13		NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		70555	102	2998600	PAIRED	ILLUMINA	SRR5010514	CFSAN	2016-11-10T14:31:22Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0228	GX6A12.2515	1639	AAATZB	AAATZB000000000.1
Listeria monocytogenes	FDA656961 5-1		PDT000642980.1	2019-12-11T11:28:46Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	6		fosX=COMPLETE,lin=COMPLETE	SAMN02923093	PDG000000001.2010	Listeria monocytogenes	GCA_010018605.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		226402	43	3122427	PAIRED	ILLUMINA	SRR10616373	CFSAN	2019-12-11T10:32:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0002	GX6A12.2044	1639	AANCOL	AANCOL000000000.1
Listeria monocytogenes	FDA656961 15-2		PDT000642989.1	2019-12-11T11:28:49Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	5		fosX=COMPLETE,lin=COMPLETE	SAMN02923095	PDG000000001.2010	Listeria monocytogenes	GCA_010018845.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		262435	37	3140027	PAIRED	ILLUMINA	SRR10616877	CFSAN	2019-12-11T10:32:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.1414	GX6A12.2045	1639	AANCOO	AANCOO000000000.1
Listeria monocytogenes	FDA656961 8-2		PDT000642993.1	2019-12-11T11:28:50Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	2		fosX=COMPLETE,lin=COMPLETE	SAMN02923094	PDG000000001.2010	Listeria monocytogenes	GCA_010016305.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,mco=PARTIAL_END_OF_CONTIG,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		20984	337	3044602	PAIRED	ILLUMINA	SRR10616881	CFSAN	2019-12-11T10:32:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0002	GX6A12.2044	1639	AANCOT	AANCOT000000000.1
Listeria monocytogenes	FDA656961 13-5		PDT000643004.1	2019-12-11T11:28:52Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	5		fosX=COMPLETE,lin=COMPLETE	SAMN02923090	PDG000000001.2010	Listeria monocytogenes	GCA_010018825.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		101533	67	3111377	PAIRED	ILLUMINA	SRR10617465	CFSAN	2019-12-11T10:32:54Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0002	GX6A12.2044	1639	AANCOS	AANCOS000000000.1
Listeria monocytogenes	FDA656961 16-2		PDT000643016.1	2019-12-11T11:28:55Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	9		fosX=COMPLETE,lin=COMPLETE	SAMN02923092	PDG000000001.2010	Listeria monocytogenes	GCA_010018985.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		142219	58	3122115	PAIRED	ILLUMINA	SRR10617478	CFSAN	2019-12-11T10:32:55Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0002	GX6A12.2044	1639	AANCOW	AANCOW000000000.1
Listeria monocytogenes	FDA656961 14-3		PDT000643028.1	2019-12-11T11:28:58Z	USA: NY	environmental swab	environmental/other		PDS000006072.11	2		fosX=COMPLETE,lin=COMPLETE	SAMN02923091	PDG000000001.2010	Listeria monocytogenes	GCA_010019025.1				2011-01-26	bcrB=COMPLETE,bcrC=COMPLETE,merA=HMM,merB=HMM,merR1=COMPLETE,merR2=PARTIAL,merT=HMM	FDA	3.6.7	2020-01-22.1	COMBINED	PRJNA215355		190701	39	3116789	PAIRED	ILLUMINA	SRR10617538	CFSAN	2019-12-11T10:32:57Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0002	GX6A12.2044	1639	AANCOV	AANCOV000000000.1
Listeria monocytogenes	FDA476976-Pal2		PDT000077336.2	2015-08-03T17:10:41Z	USA:NY	vaccum packed pickled herring	environmental/other		PDS000003223.13	14	31	fosX=COMPLETE,lin=COMPLETE	SAMN02709189	PDG000000001.2010	Listeria monocytogenes	GCA_004398405.1				2008-09-11	arsD=HMM	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		127919	54	2993651	PAIRED	ILLUMINA	SRR2138311	CFSAN	2015-07-31T18:13:11Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0164	GX6A12.0088	1639	AAAIMY	AAAIMY000000000.1
Listeria monocytogenes	06B05245A-1		PDT000432467.1	2019-01-09T17:53:47Z	USA:NY	tuna salad	environmental/other		PDS000024219.8	1		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN10711964	PDG000000001.2010	Listeria monocytogenes	GCA_004469525.1				2006-06-19		NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		57235	113	2988384	PAIRED	ILLUMINA	SRR8423782	CFSAN	2019-01-09T16:16:11Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANNC	AAANNC000000000.1
Listeria monocytogenes	06B05246F-6		PDT000439481.1	2019-01-14T18:07:43Z	USA:NY	drain raw meat	environmental/other		PDS000024219.8	1		abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SAMN10734835	PDG000000001.2010	Listeria monocytogenes	GCA_004470105.1				2006-06-19		NYAG	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		61958	105	2992553	PAIRED	ILLUMINA	SRR8439786	CFSAN	2019-01-14T16:21:11Z	1639		Contig	abc-f=HMM,fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANQL	AAANQL000000000.1
Listeria monocytogenes	CFSAN018440		PDT000033874.3	2014-06-23T22:04:37Z	USA:NY	smoked pork garlic sausage	environmental/other		PDS000024647.48	3	37	fosX=COMPLETE,lin=COMPLETE	SAMN02850753	PDG000000001.2010	Listeria monocytogenes	GCA_004421535.1				2014	bcrB=COMPLETE,bcrC=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		507905	36	3084763	PAIRED	ILLUMINA	SRR1448844	CFSAN	2014-06-23T21:43:10Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2	GX6A16.0555	GX6A12.0337	1639	AAAKAS	AAAKAS000000000.1
Listeria monocytogenes	FDA844153-56		PDT000045566.2	2014-12-09T15:07:20Z	USA:NY	environmental swab	environmental/other		PDS000024647.48	0	36	fosX=COMPLETE,lin=COMPLETE	SAMN03252775	PDG000000001.2010	Listeria monocytogenes	GCA_004446405.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		507905	22	3129824	PAIRED	ILLUMINA	SRR1698187	CFSAN	2014-12-09T14:31:33Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAALWG	AAALWG000000000.1
Listeria monocytogenes	FDA844153-12		PDT000045570.2	2014-12-09T15:07:21Z	USA:NY	environmental swab	environmental/other		PDS000024647.48	0	34	fosX=COMPLETE,lin=COMPLETE	SAMN03252773	PDG000000001.2010	Listeria monocytogenes					2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA215355		507905	36	3082419	PAIRED	ILLUMINA	SRR1698201	CFSAN	2014-12-09T14:37:11Z	1639			fosX=COMPLETE,lin=COMPLETE				1639		
Listeria monocytogenes	FDA844153-85		PDT000049719.2	2015-02-19T19:09:04Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	3	37	fosX=COMPLETE,lin=COMPLETE	SAMN03292651	PDG000000001.2010	Listeria monocytogenes	GCA_004462235.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		138858	59	3098408	PAIRED	ILLUMINA	SRR1810513	CFSAN	2015-02-18T21:37:24Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANAL	AAANAL000000000.1
Listeria monocytogenes	FDA844153-81		PDT000049722.2	2015-02-19T19:09:04Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	3	37	fosX=COMPLETE,lin=COMPLETE	SAMN03292650	PDG000000001.2010	Listeria monocytogenes	GCA_004462285.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		436430	30	3100039	PAIRED	ILLUMINA	SRR1810516	CFSAN	2015-02-18T21:38:14Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANAK	AAANAK000000000.1
Listeria monocytogenes	FDA844153-51		PDT000049726.2	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	1	35	fosX=COMPLETE,lin=COMPLETE	SAMN03292638	PDG000000001.2010	Listeria monocytogenes	GCA_004462305.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		352939	33	3164942	PAIRED	ILLUMINA	SRR1810520	CFSAN	2015-02-18T21:44:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANAP	AAANAP000000000.1
Listeria monocytogenes	FDA844153-88		PDT000049728.3	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	0	34	fosX=COMPLETE,lin=COMPLETE	SAMN03292652	PDG000000001.2010	Listeria monocytogenes	GCA_004462265.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		195467	46	3132614	PAIRED	ILLUMINA	SRR1810523	CFSAN	2015-02-18T21:44:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANAM	AAANAM000000000.1
Listeria monocytogenes	FDA844153-65		PDT000049729.2	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	0	34	fosX=COMPLETE,lin=COMPLETE	SAMN03292644	PDG000000001.2010	Listeria monocytogenes	GCA_004462325.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		351673	38	3132515	PAIRED	ILLUMINA	SRR1810524	CFSAN	2015-02-18T21:44:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANAT	AAANAT000000000.1
Listeria monocytogenes	FDA844153-63		PDT000049733.2	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	1	35	fosX=COMPLETE,lin=COMPLETE	SAMN03292643	PDG000000001.2010	Listeria monocytogenes	GCA_004462585.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		222207	46	3056019	PAIRED	ILLUMINA	SRR1810528	CFSAN	2015-02-18T21:44:15Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANBJ	AAANBJ000000000.1
Listeria monocytogenes	FDA844153-16		PDT000049736.2	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	1	35	fosX=COMPLETE,lin=COMPLETE	SAMN03292634	PDG000000001.2010	Listeria monocytogenes	GCA_004462565.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		473023	23	3136812	PAIRED	ILLUMINA	SRR1810531	CFSAN	2015-02-18T21:45:16Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAANBH	AAANBH000000000.1
Listeria monocytogenes	FDA844153-30		PDT000049740.2	2015-02-19T19:09:05Z	USA:NY	environmental sponge	environmental/other		PDS000024647.48	0	36	fosX=COMPLETE,lin=COMPLETE	SAMN03292635	PDG000000001.2010	Listeria monocytogenes	GCA_004386605.1				2014-11-10	bcrB=COMPLETE,bcrC=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA215355		507905	23	3146893	PAIRED	ILLUMINA	SRR1810535	CFSAN	2015-02-18T21:45:16Z	1639		Contig	fosX=COMPLETE,lin=COMPLETE	SKESA v. 2.2			1639	AAAHRI	AAAHRI000000000.1
