#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
E.coli and Shigella	RM13322		PDT000768913.1	2020-06-17T17:53:45Z	USA: California	feces	environmental/other	PDS000034453.7	13	44	cattle	blaEC=COMPLETE	SAMN14449600	PDG000000004.2285	Escherichia coli	GCA_013357365.1			cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxB1a=COMPLETE,tccP=COMPLETE,tir=PARTIAL	2010-09-23	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	USDA-ARS-WRRC-PSM	3.8.4	2020-07-16.2	COMBINED	PRJNA573729	36.77 N 119.17 W	5622341	2	5698610						562		Complete Genome	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Flye v. 2.4.1			562		
E.coli and Shigella	Cat23		PDT000896182.1	2020-11-20T17:39:15Z	Canada: Alberta	Cattle feces	environmental/other	PDS000057098.5	7	29	cattle		SAMN16063151	PDG000000004.2285	Escherichia coli	GCA_015626485.1			eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL_END_OF_CONTIG,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE	2002	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	Alberta Agriculture and Forestry	3.9.3	2020-11-09.1	NUCLEOTIDE	PRJNA661559	53.9333 N 116.5765 W	157969	176	5336464						562		Contig	acrF=MISTRANSLATION,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.14.0			562	JACXDB	JACXDB000000000.1
E.coli and Shigella	Cat22		PDT000896183.1	2020-11-20T17:39:24Z	Canada: Alberta	Cattle feces	environmental/other	PDS000057098.5	7	30	cattle		SAMN16063150	PDG000000004.2285	Escherichia coli	GCA_015626495.1			eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL_END_OF_CONTIG,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE	2002	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	Alberta Agriculture and Forestry	3.9.3	2020-11-09.1	NUCLEOTIDE	PRJNA661559	53.9333 N 116.5765 W	147636	218	5409663						562		Contig	acrF=MISTRANSLATION,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.14.0			562	JACXDA	JACXDA000000000.1
E.coli and Shigella	EC-A-FC603-15DEC15-0734J		PDT000720234.1	2020-04-06T05:24:28Z	Canada:Alberta	Cattle feces	environmental/other	PDS000050512.3	1	34	cattle	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN14465499	PDG000000004.2285	Escherichia coli	GCA_012036005.1			air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2015	arsD=COMPLETE,ymgB=COMPLETE		3.6.7	2020-03-20.1	NUCLEOTIDE	PRJNA556083		293548	64	4970596						562		Contig	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,emrD=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.1			562	JAAULM	JAAULM000000000.1
E.coli and Shigella	EC-A-FC608-19APR16-0866J		PDT000720240.1	2020-04-06T05:26:01Z	Canada:Alberta	Cattle feces	environmental/other	PDS000050512.3	1	35	cattle	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN14465495	PDG000000004.2285	Escherichia coli	GCA_012036135.1			air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2016	arsD=COMPLETE,ymgB=COMPLETE		3.6.7	2020-03-20.1	NUCLEOTIDE	PRJNA556083		223226	68	4972339						562		Contig	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,emrD=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.1			562	JAAULI	JAAULI000000000.1
E.coli and Shigella	8375wF7		PDT000687978.1	2020-02-17T19:46:21Z	Tanzania	feces	environmental/other	PDS000057935.1	3		cattle	blaEC=COMPLETE	SAMN13391924	PDG000000004.2285	Escherichia coli	GCA_010686045.1			espX1=PARTIAL,fdeC=COMPLETE,katP=COMPLETE,lpfA=PARTIAL_END_OF_CONTIG,ybtP=COMPLETE,ybtQ=COMPLETE		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA594398		131896	178	4677716						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 2.0			562	JAAGXI	JAAGXI000000000.1
E.coli and Shigella	8375wE7		PDT000687981.1	2020-02-17T19:47:02Z	Tanzania	feces	environmental/other	PDS000057935.1	0		cattle	blaEC=COMPLETE	SAMN13391923	PDG000000004.2285	Escherichia coli	GCA_010686105.1			espX1=PARTIAL,fdeC=COMPLETE,katP=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA594398		131896	312	4739097						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 2.0			562	JAAGXJ	JAAGXJ000000000.1
E.coli and Shigella	8375wD7		PDT000687982.1	2020-02-17T19:47:07Z	Tanzania	feces	environmental/other	PDS000057935.1	4		cattle	blaEC=COMPLETE	SAMN13391922	PDG000000004.2285	Escherichia coli	GCA_010686115.1			ehxA=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,stxA1a=COMPLETE,stxB1a=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA594398		112125	400	5349012						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 2.0			562	JAAGXK	JAAGXK000000000.1
E.coli and Shigella	8375wG5		PDT000687984.1	2020-02-17T19:47:42Z	Tanzania	feces	environmental/other	PDS000057935.1	0		cattle	blaEC=COMPLETE	SAMN13391909	PDG000000004.2285	Escherichia coli	GCA_010686155.1			espX1=PARTIAL,fdeC=COMPLETE,katP=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA594398		119574	108	4645952						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 2.0			562	JAAGXS	JAAGXS000000000.1
E.coli and Shigella	8375wF5		PDT000687987.1	2020-02-17T19:48:35Z	Tanzania	feces	environmental/other	PDS000057935.1	0		cattle	blaEC=COMPLETE	SAMN13391908	PDG000000004.2285	Escherichia coli	GCA_010686225.1			espX1=PARTIAL,fdeC=COMPLETE,katP=COMPLETE,lpfA=PARTIAL_END_OF_CONTIG,ybtP=COMPLETE,ybtQ=COMPLETE		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	NUCLEOTIDE	PRJNA594398		114409	1714	5505530						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 2.0			562	JAAGXT	JAAGXT000000000.1
E.coli and Shigella	RM9872-C1		PDT000838469.1	2020-09-16T17:03:25Z	USA		environmental/other	PDS000036981.4	0	0	cattle	blaEC=MISTRANSLATION	SAMN07977663	PDG000000004.2285	Escherichia coli	GCA_014607515.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,nleC=PARTIAL,sinH=HMM,stxA2c=COMPLETE,stxB2a=COMPLETE,tccP=COMPLETE,tccP=PARTIAL,tir=COMPLETE,toxB=PARTIAL		terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA483500		5385904	2	5475422						562		Complete Genome	blaEC=MISTRANSLATION,mdtM=COMPLETE	HGAP v. v2.3			562		
E.coli and Shigella	RM10425-C1		PDT000838470.1	2020-09-16T17:04:44Z	USA: CA	feces	environmental/other	PDS000036981.4	0	0	cattle	blaEC=MISTRANSLATION	SAMN09742415	PDG000000004.2285	Escherichia coli O145	GCA_014607535.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,nleC=PARTIAL,stxA2c=COMPLETE,stxB2a=COMPLETE,tccP=COMPLETE,tccP=PARTIAL,tir=COMPLETE,toxB=COMPLETE		terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA483500		5343037	2	5432556						562		Complete Genome	blaEC=MISTRANSLATION,mdtM=COMPLETE	HGAP v. RS_HGAP Assembly.3			1055538		
E.coli and Shigella	RM9873-C1		PDT000839058.1	2020-09-17T19:22:01Z	USA: CA	feces	environmental/other	PDS000036981.4	1	1	cattle		SAMN09742413	PDG000000004.2285	Escherichia coli O145	GCA_014623425.1			cif=COMPLETE,eae=COMPLETE,ehxA=PARTIAL,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,nleC=PARTIAL,sinH=HMM,stxA2c=COMPLETE,stxB2a=COMPLETE,tccP=COMPLETE,tir=COMPLETE		terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.9.3	2020-11-09.1	COMBINED	PRJNA483500		5385819	2	5475334						562		Complete Genome	blaEC=MISTRANSLATION,mdtM=COMPLETE	HGAP v. RS_HGAP Assembly.3			1055538		
E.coli and Shigella	10432wD6		PDT000652441.1	2019-12-24T04:26:59Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558815	PDG000000004.2285	Escherichia coli	GCA_009794205.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		161745	73	4825429						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNA	WTNA00000000.1
E.coli and Shigella	10432wC6		PDT000652442.1	2019-12-24T04:27:00Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558814	PDG000000004.2285	Escherichia coli	GCA_009794215.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	72	4824492						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNB	WTNB00000000.1
E.coli and Shigella	10432wE5		PDT000652448.1	2019-12-24T04:28:05Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558808	PDG000000004.2285	Escherichia coli	GCA_009794325.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		143396	79	4826907						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNH	WTNH00000000.1
E.coli and Shigella	10432wD5		PDT000652449.1	2019-12-24T04:28:42Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558807	PDG000000004.2285	Escherichia coli	GCA_009794365.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	73	4826245						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNI	WTNI00000000.1
E.coli and Shigella	10432wB5		PDT000652450.1	2019-12-24T04:28:50Z	Tanzania	feces	environmental/other	PDS000054917.1	1		cattle	blaEC=COMPLETE	SAMN13558805	PDG000000004.2285	Escherichia coli	GCA_009794385.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		143396	90	4832169						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNK	WTNK00000000.1
E.coli and Shigella	10432wA5		PDT000652451.1	2019-12-24T04:28:55Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558804	PDG000000004.2285	Escherichia coli	GCA_009794395.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	83	4828053						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNL	WTNL00000000.1
E.coli and Shigella	10432wC5		PDT000652452.1	2019-12-24T04:29:03Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558806	PDG000000004.2285	Escherichia coli	GCA_009794405.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	92	4834126						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNJ	WTNJ00000000.1
E.coli and Shigella	10432wH4		PDT000652453.1	2019-12-24T04:29:11Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558803	PDG000000004.2285	Escherichia coli	GCA_009794435.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	108	4839519						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNM	WTNM00000000.1
E.coli and Shigella	10432wB4		PDT000652458.1	2019-12-24T04:30:18Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558797	PDG000000004.2285	Escherichia coli	GCA_009794545.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	193	4876837						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNR	WTNR00000000.1
E.coli and Shigella	10432wH3		PDT000652459.1	2019-12-24T04:31:08Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558795	PDG000000004.2285	Escherichia coli	GCA_009794585.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	89	4832461						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNT	WTNT00000000.1
E.coli and Shigella	10432wE3		PDT000652460.1	2019-12-24T04:31:11Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558792	PDG000000004.2285	Escherichia coli	GCA_009794595.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	98	4834889						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNW	WTNW00000000.1
E.coli and Shigella	10432wA4		PDT000652461.1	2019-12-24T04:31:12Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558796	PDG000000004.2285	Escherichia coli	GCA_009794565.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	107	4840751						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNS	WTNS00000000.1
E.coli and Shigella	10432wF3		PDT000652462.1	2019-12-24T04:31:13Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558793	PDG000000004.2285	Escherichia coli	GCA_009794575.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	91	4832303						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNV	WTNV00000000.1
E.coli and Shigella	10432wG3		PDT000652463.1	2019-12-24T04:31:14Z	Tanzania	feces	environmental/other	PDS000054917.1	0		cattle	blaEC=COMPLETE	SAMN13558794	PDG000000004.2285	Escherichia coli	GCA_009794605.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		168760	84	4827157						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNU	WTNU00000000.1
E.coli and Shigella	10432wB3		PDT000652464.1	2019-12-24T04:31:57Z	Tanzania	feces	environmental/other	PDS000054917.1	5		cattle	blaEC=COMPLETE	SAMN13558789	PDG000000004.2285	Escherichia coli	GCA_009794665.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM		emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		185894	105	4839461						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WTNY	WTNY00000000.1
E.coli and Shigella	EC-V-FC030-30MAR15-0404J		PDT000720266.1	2020-04-06T05:35:58Z	Canada:Alberta	Cattle feces	environmental/other	PDS000050510.3	5		cattle	aadA1=COMPLETE,arr-2=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaOXA-10=COMPLETE,cmlA5=COMPLETE,dfrA14=COMPLETE,floR=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	SAMN14465473	PDG000000004.2285	Escherichia coli	GCA_012036695.1			espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE	2015	emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-03-20.1	NUCLEOTIDE	PRJNA556083		263491	74	4909715						562		Contig	aadA1=COMPLETE,acrF=COMPLETE,arr-2=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaOXA-10=COMPLETE,cmlA5=COMPLETE,dfrA14=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.1			562	JAAUKM	JAAUKM000000000.1
E.coli and Shigella	10432wE6		PDT000652440.1	2019-12-24T04:26:39Z	Tanzania	feces	environmental/other	PDS000054896.1	1		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558816	PDG000000004.2285	Escherichia coli	GCA_009794175.1			capU=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-06.1	COMBINED	PRJNA578301		471698	63	4756027						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTMZ	WTMZ00000000.1
E.coli and Shigella	10432wB6		PDT000652443.1	2019-12-24T04:27:21Z	Tanzania	feces	environmental/other	PDS000054896.1	1		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558813	PDG000000004.2285	Escherichia coli	GCA_009794245.1			capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		471698	72	4760059						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTNC	WTNC00000000.1
E.coli and Shigella	10432wH5		PDT000652444.1	2019-12-24T04:27:42Z	Tanzania	feces	environmental/other	PDS000054896.1	1		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558811	PDG000000004.2285	Escherichia coli	GCA_009794275.1			capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		287838	55	4755022						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTNE	WTNE00000000.1
E.coli and Shigella	10432wF5		PDT000652446.1	2019-12-24T04:27:51Z	Tanzania	feces	environmental/other	PDS000054896.1	0		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558809	PDG000000004.2285	Escherichia coli	GCA_009794285.1			capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		471698	58	4755414						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTNG	WTNG00000000.1
E.coli and Shigella	10432wG5		PDT000652447.1	2019-12-24T04:27:57Z	Tanzania	feces	environmental/other	PDS000054896.1	0		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558810	PDG000000004.2285	Escherichia coli	GCA_009794305.1			astA=COMPLETE,capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		471698	473	5066983						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTNF	WTNF00000000.1
E.coli and Shigella	10432wC3		PDT000652468.1	2019-12-24T04:32:33Z	Tanzania	feces	environmental/other	PDS000054896.1	0		cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13558790	PDG000000004.2285	Escherichia coli	GCA_009794745.1			capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM		ymgB=MISTRANSLATION		3.6.7	2020-01-22.1	COMBINED	PRJNA578301		333455	60	4753504						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WTNX	WTNX00000000.1
